order,season,episode,character_killed,killer,method,method_cat,location,importance
313,4,5,Karl Tanner,Jon Snow,Sword (Longclaw),Blade,Beyond the Wall,3.0
314,4,5,Night’s Watch mutineer,Grenn,Sword,Blade,Beyond the Wall,1.0
315,4,5,Rast,Ghost,Direwolf teeth,Animal,Beyond the Wall,3.0
316,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Dreadfort,1.0
317,4,6,Bolton soldier,Greyjoy soldier,Knife,Blade,Dreadfort,1.0
318,4,6,Bolton soldier,Greyjoy soldier,Sword,Blade,Dreadfort,1.0
319,4,6,Greyjoy soldier,Ramsay Bolton,Knife,Blade,Dreadfort,1.0
320,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Dreadfort,1.0
321,4,6,Bolton soldier,Yara Greyjoy,Axe,Axe,Dreadfort,1.0
322,4,6,Goat,Drogon,Dragonfire,Animal,Meereen,1.0
323,4,7,Prisoner,Gregor “the Mountain” Clegane,Sword,Blade,King’s Landing,1.0
324,4,7,Prisoner,Gregor “the Mountain” Clegane,Sword,Blade,King’s Landing,1.0
325,4,7,Prisoner,Gregor “the Mountain” Clegane,Sword,Blade,King’s Landing,1.0
326,4,7,Peasant,Sandor “the Hound” Clegane,Knife,Blade,Riverlands,1.0
327,4,7,Biter,Sandor “the Hound” Clegane,Hands,Hands,Riverlands,1.0
328,4,7,Rorge,Arya Stark,Sword (Needle),Blade,Riverlands,2.0
329,4,7,Lysa Arryn,Petyr Baelish,Moon Door,Falling,The Eyrie,3.0
330,4,8,Peasant,Thenn raider,Knife,Blade,Mole’s Town,1.0
331,4,8,Peasant,Tormund,Sword,Blade,Mole’s Town,1.0
332,4,8,Peasant,Ygritte,Spear,Polearm,Mole’s Town,1.0
333,4,8,Peasant,Ygritte,Spear,Polearm,Mole’s Town,1.0
334,4,8,Peasant,Styr,Axe,Axe,Mole’s Town,1.0
335,4,8,Peasant,Styr,Axe,Axe,Mole’s Town,1.0
336,4,8,Peasant,Tormund,Sword,Blade,Mole’s Town,1.0
337,4,8,Peasant,Tormund,Sword,Blade,Mole’s Town,1.0
338,4,8,Peasant,Ygritte,Spear,Polearm,Mole’s Town,1.0
339,4,8,Peasant,Ygritte,Knife,Blade,Mole’s Town,1.0
340,4,8,Ralf Kenning,Greyjoy soldier,Axe,Axe,Moat Cailin,2.0
341,4,8,Oberyn Martell,Gregor “the Mountain” Clegane,Hands,Hands,King’s Landing,4.0
342,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
343,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
344,4,9,Night’s Watch brother,Ygritte,Flaming arrow,Arrow,Castle Black,1.0
345,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Beyond the Wall,1.0
346,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Beyond the Wall,1.0
347,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Beyond the Wall,1.0
348,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Beyond the Wall,1.0
349,4,9,Night’s Watch brother,Ygritte,Flaming arrow,Arrow,Castle Black,1.0
350,4,9,Night’s Watch brother,Ygritte,Flaming arrow,Arrow,Castle Black,1.0
351,4,9,Night’s Watch brother,Wildling,Arrow,Arrow,Castle Black,1.0
352,4,9,Night’s Watch brother,Wildling,Arrow,Arrow,Castle Black,1.0
353,4,9,Wildling,Allister Thorne,Sword,Blade,Castle Black,1.0
354,4,9,Night’s Watch brother,Thenn raider,Sword,Blade,Castle Black,1.0
355,4,9,Thenn raider,Allister Thorne,Sword,Blade,Castle Black,1.0
356,4,9,Night’s Watch brother,Tormund,Axe,Axe,Castle Black,1.0
357,4,9,Night’s Watch brother,Tormund,Axe,Axe,Castle Black,1.0
358,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
359,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
360,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
361,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
362,4,9,Wildling,Night’s Watch brother,Flaming arrow,Arrow,Castle Black,1.0
363,4,9,Night’s Watch brother,Wildling giant,Giant arrow,Arrow,The Wall,1.0
364,4,9,Night’s Watch brother,Thenn raider,Axe,Axe,Castle Black,1.0
365,4,9,Night’s Watch brother,Wildling,Nail,Household item,Castle Black,1.0
366,4,9,Wildling,Night’s Watch brother,Arrow,Arrow,Castle Black,1.0
367,4,9,Night’s Watch brother,Wildling,Knife,Blade,Castle Black,1.0
368,4,9,Night’s Watch brother,Styr,Axe,Axe,Castle Black,1.0
369,4,9,Night’s Watch brother,Styr,Axe,Axe,Castle Black,1.0
370,4,9,Night’s Watch brother,Styr,Axe,Axe,Castle Black,1.0
371,4,9,Night’s Watch brother,Ygritte,Arrow,Arrow,Castle Black,1.0
372,4,9,Night’s Watch brother,Ygritte,Arrow,Arrow,Castle Black,1.0
373,4,9,Night’s Watch brother,Ygritte,Arrow,Arrow,Castle Black,1.0
374,4,9,Wildling,Night’s Watch brother,Axe,Axe,Castle Black,1.0
375,4,9,Wildling,Night’s Watch brother,Pot,Household item,Castle Black,1.0
376,4,9,Wildling,Night’s Watch brother,Butcher’s knife,Blade,Castle Black,1.0
377,4,9,Night’s Watch brother,Wildling,Axe,Axe,Castle Black,1.0
378,4,9,Wildling,Pypar,Arrow,Arrow,Castle Black,1.0
379,4,9,Pypar,Ygritte,Arrow,Arrow,Castle Black,3.0
380,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
381,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
382,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
383,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
384,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
385,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
386,4,9,Wildling,Night’s Watch brother,Barrel,Crushing,Beyond the Wall,1.0
387,4,9,Wildling,Allister Thorne,Sword,Blade,Castle Black,1.0
388,4,9,Night’s Watch brother,Tormund,Axe,Axe,Castle Black,1.0
389,4,9,Thenn raider,Sam Tarly,Arrow,Arrow,Castle Black,1.0
390,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
391,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
392,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
393,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
394,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
395,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
396,4,9,Wildling,Night’s Watch brother,Burning oil,Fire/Burning,Beyond the Wall,1.0
397,4,9,Wildling,Giant mammoth,Mammoth foot,Animal,Beyond the Wall,1.0
398,4,9,Giant wildling,Night’s Watch brother,Giant arrow,Arrow,Beyond the Wall,1.0
399,4,9,Night’s Watch brother,,Burning oil,Fire/Burning,The Wall,1.0
400,4,9,Night’s Watch brother,Wildling,Flaming arrow,Arrow,The Wall,1.0
401,4,9,Grenn,Wildling giant,Unknown,Unknown,Castle Black,3.0
402,4,9,Mag the Mighty giant,Grenn,Unknown,Unknown,Castle Black,2.0
403,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
404,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
405,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
406,4,9,Night’s Watch brother,Styr,Axe,Axe,Castle Black,1.0
407,4,9,Night’s Watch brother,Tormund,Sword,Blade,Castle Black,1.0
408,4,9,Night’s Watch brother,Tormund,Sword,Blade,Castle Black,1.0
409,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
410,4,9,Thenn raider,Ghost,Direwolf teeth,Animal,Castle Black,1.0
411,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
412,4,9,Night’s Watch brother,Tormund,Sword,Blade,Castle Black,1.0
413,4,9,Night’s Watch brother,Tormund,Sword,Blade,Castle Black,1.0
414,4,9,Night’s Watch brother,Styr,Axe,Axe,Castle Black,1.0
415,4,9,Wildling,Jon Snow,Sword (Longclaw),Blade,Castle Black,1.0
416,4,9,Styr,Jon Snow,Hammer,Bludgeon,Castle Black,3.0
417,4,9,Ygritte,Olly,Arrow,Arrow,Castle Black,4.0
418,4,9,Night’s Watch brother,Wildling,Sword,Blade,Castle Black,1.0
419,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
420,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
421,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
422,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
423,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
424,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
425,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
426,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
427,4,9,Wildling,Night’s Watch brother,Scythe,Blade,The Wall,1.0
428,4,10,Wildling,Baratheon of Dragonstone soldier,Spear,Polearm,Beyond the Wall,1.0
429,4,10,Wildling,Baratheon of Dragonstone soldier,Axe,Axe,Beyond the Wall,1.0
430,4,10,Wildling,Baratheon of Dragonstone soldier,Spear,Polearm,Beyond the Wall,1.0
431,4,10,Baratheon of Dragonstone soldier,Wildling,Arrow,Arrow,Beyond the Wall,1.0
432,4,10,Wildling,Baratheon of Dragonstone soldier,Spear,Polearm,Beyond the Wall,1.0
433,4,10,Wildling,Baratheon of Dragonstone soldier,Spear,Polearm,Beyond the Wall,1.0
434,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
435,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
436,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
437,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
438,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
439,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
440,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
441,4,10,Wildling,Baratheon of Dragonstone soldier,Sword,Blade,Beyond the Wall,1.0
442,4,10,Zalla,Drogon,Dragonfire,Animal,Meereen,2.0
443,4,10,Wight,Summer,Direwolf teeth,Animal,Beyond the Wall,1.0
444,4,10,Wight,Hodor/Bran Stark,Hands,Hands,Beyond the Wall,1.0
445,4,10,Wight,Hodor/Bran Stark,Hands,Hands,Beyond the Wall,1.0
446,4,10,Wight,Hodor/Bran Stark,Hammer,Bludgeon,Beyond the Wall,1.0
447,4,10,Wight,Meera Reed,Axe,Axe,Beyond the Wall,1.0
448,4,10,Wight,Meera Reed,Axe,Axe,Beyond the Wall,1.0
449,4,10,Wight,Child of the Forest,Magic fireball,Magic,Beyond the Wall,1.0
450,4,10,Wight,Child of the Forest,Magic fireball,Magic,Beyond the Wall,1.0
451,4,10,Jojen Reed,Meera Reed,Knife,Blade,Beyond the Wall,4.0
452,4,10,Wight,Child of the Forest,Magic fireball,Magic,Beyond the Wall,1.0
453,4,10,Wight,,Magic barrier,Magic,Beyond the Wall,1.0
454,4,10,Wight,,Magic barrier,Magic,Beyond the Wall,1.0
455,4,10,Wight,,Magic barrier,Magic,Beyond the Wall,1.0
456,4,10,Shae,Tyrion Lannister,Hands/Necklace,Hands,King’s Landing,4.0
457,4,10,Tywin Lannister,Tyrion Lannister,Arrow,Arrow,King’s Landing,4.0
458,5,1,White Rat,Son of the Harpy,Knife,Blade,Meereen,2.0
459,5,1,Mance Rayder,Jon Snow,Arrow,Arrow,Castle Black,4.0
460,5,2,Arryn soldier,Brienne of Tarth,Sword (Oathkeeper),Blade,The Vale,1.0
461,5,2,Arryn soldier,Brienne of Tarth,Sword (Oathkeeper),Blade,The Vale,1.0
462,5,2,Arryn soldier,Brienne of Tarth,Sword (Oathkeeper),Blade,The Vale,1.0
463,5,2,Unknown dwarf,Bounty hunter,Unknown,Unknown,King’s Landing,1.0
464,5,2,Pigeon,Arya Stark,Sword (Needle),Blade,Braavos,1.0
465,5,2,Son of the Harpy,Mossador,Nail,Household item,Meereen,1.0
466,5,2,Mossador,Daario Naharis,Arakh,Blade,Meereen,3.0
467,5,3,Braavosi man,Jaqen H’ghar,Poisoned water,Poison,Braavos,1.0
468,5,3,Janos Slynt,Jon Snow,Sword (Longclaw),Blade,Castle Black,3.0
469,5,3,Rat,Qyburn,Knife,Blade,King’s Landing,1.0
470,5,4,Snake,Bronn,Knife,Blade,Dorne,1.0
471,5,4,Martell soldier,Bronn,Knife,Blade,Dorne,1.0
472,5,4,Martell soldier,Bronn,Sword,Blade,Dorne,1.0
473,5,4,Horse,Bronn,Sword,Blade,Dorne,1.0
474,5,4,Martell soldier,Jaime Lannister,Sword,Blade,Dorne,1.0
475,5,4,Merchant ship captain,Obara Sand,Spear,Polearm,Dorne,2.0
476,5,4,Second son,Son of the Harpy,Knife,Blade,Meereen,1.0
477,5,4,Second son,Son of the Harpy,Knife,Blade,Meereen,1.0
478,5,4,Second son,Son of the Harpy,Knife,Blade,Meereen,1.0
479,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
480,5,4,Son of the Harpy,Unsullied,Spear,Polearm,Meereen,1.0
481,5,4,Son of the Harpy,Unsullied,Spear,Polearm,Meereen,1.0
482,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
483,5,4,Son of the Harpy,Grey Worm,Shield,Other,Meereen,1.0
484,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
485,5,4,Son of the Harpy,Grey Worm,Sword,Blade,Meereen,1.0
486,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
487,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
488,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
489,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
490,5,4,Unsullied,Son of the Harpy,Sword,Blade,Meereen,1.0
491,5,4,Son of the Harpy,Unsullied,Knife,Blade,Meereen,1.0
492,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
493,5,4,Son of the Harpy,Grey Worm,Hands,Hands,Meereen,1.0
494,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
495,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
496,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
497,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
498,5,4,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
499,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
500,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
501,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
502,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
503,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
504,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
505,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
506,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
507,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
508,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
509,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
510,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
511,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
512,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
513,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
514,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
515,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
516,5,4,Son of the Harpy,Barristan Selmy,Sword,Blade,Meereen,1.0
517,5,4,Son of the Harpy,Grey Worm,Spear,Polearm,Meereen,1.0
518,5,4,Barristan Selmy,Son of the Harpy,Knife,Blade,Meereen,3.0
519,5,5,Meereen slave master,Rhaegal,Dragonfire,Animal,Meereen,1.0
520,5,5,Stone Man,Jorah Mormont,Sword,Blade,Old Valyria,1.0
521,5,6,Ghita,Arya Stark,Poisoned water,Poison,Braavos,2.0
522,5,7,Maester Aemon Targaryen,,Old Age,Other,Castle Black,3.0
523,5,7,Northern woman,Ramsay Bolton,Flaying,Other,Winterfell,2.0
524,5,7,Pit fighter,Pit fighter,Knife,Blade,Meereen,1.0
525,5,7,Pit fighter,Pit fighter,Mace,Mace,Meereen,1.0
526,5,7,Pit fighter,Pit fighter,Rock,Bludgeon,Meereen,1.0
527,5,8,Oyster,Arya Stark,Shucking,Blade,Braavos,1.0
528,5,8,Lord of Bones,Tormund,Club,Bludgeon,Hardhome,2.0
529,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
530,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
531,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
532,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
533,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
534,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
535,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
536,5,8,Wight,Magnar Loboda,Foot,Crushing,Hardhome,1.0
537,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
538,5,8,Wight,Wildling,Arrow,Arrow,Hardhome,1.0
539,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
540,5,8,Wight,Wildling,Sword,Blade,Hardhome,1.0
541,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
542,5,8,Wight,Wildling,Axe,Axe,Hardhome,1.0
543,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
544,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
545,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
546,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
547,5,8,Wildling,Wight,Falling,Falling,Hardhome,1.0
548,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
549,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
550,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
551,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
552,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
553,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
554,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
555,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
556,5,8,Wight,Magnar Loboda,Axe,Axe,Hardhome,1.0
557,5,8,Wight,Karsi,Sword,Blade,Hardhome,1.0
558,5,8,Wight,Karsi,Sword,Blade,Hardhome,1.0
559,5,8,Wight,Karsi,Sword,Blade,Hardhome,1.0
560,5,8,Wight,Magnar Loboda,Axe,Axe,Hardhome,1.0
561,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
562,5,8,Wildling,Wight,Arrow,Arrow,Hardhome,1.0
563,5,8,Wildling,Wight,Arrow,Arrow,Hardhome,1.0
564,5,8,Wight,Jon Snow,Sword (Longclaw),Blade,Hardhome,1.0
565,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
566,5,8,Wight,Wildling,Sword,Blade,Hardhome,1.0
567,5,8,Wight,Jon Snow,Sword (Longclaw),Blade,Hardhome,1.0
568,5,8,Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Hardhome,1.0
569,5,8,Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Hardhome,1.0
570,5,8,Wight,Wun Weg Wun Dar Wun,Hands,Hands,Hardhome,1.0
571,5,8,Wight,Wun Weg Wun Dar Wun,Hands,Hands,Hardhome,1.0
572,5,8,Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Hardhome,1.0
573,5,8,Wight,Wun Weg Wun Dar Wun,Giant’s foot,Crushing,Hardhome,1.0
574,5,8,Magnar Loboda,White Walker,Spear,Polearm,Hardhome,3.0
575,5,8,White Walker,Jon Snow,Sword (Longclaw),Blade,Hardhome,2.0
576,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
577,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
578,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
579,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
580,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
581,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
582,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
583,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
584,5,8,Wight,Karsi,Axe,Axe,Hardhome,1.0
585,5,8,Karsi,Wight child,Hands,Hands,Hardhome,3.0
586,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
587,5,8,Wight,Tormund,Sword,Blade,Hardhome,1.0
588,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
589,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
590,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
591,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
592,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
593,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
594,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
595,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
596,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
597,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
598,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
599,5,8,Wight,Wun Weg Wun Dar Wun,Flaming log,Bludgeon,Hardhome,1.0
600,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
601,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
602,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
603,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
604,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
605,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
606,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
607,5,8,Wight,Wun Weg Wun Dar Wun,Giant plank,Bludgeon,Hardhome,1.0
608,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
609,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
610,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
611,5,8,Wildling,Wight,Hands,Hands,Hardhome,1.0
612,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
613,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
614,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
615,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
616,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
617,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
618,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
619,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
620,5,8,Wildling,White Walker,Sword,Blade,Hardhome,1.0
621,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
622,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
623,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
624,5,8,Wildling,Wight,Axe,Axe,Hardhome,1.0
625,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
626,5,8,Wildling,Wight,Sword,Blade,Hardhome,1.0
627,5,9,Horse,Bolton soldier,Fire,Fire/Burning,The North,1.0
628,5,9,Clam,Arya Stark,Shucking,Blade,Braavos,1.0
629,5,9,Braavosi man,Jaqen H’ghar,Poisoned water,Poison,Braavos,1.0
630,5,9,Shireen Baratheon,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,The North,3.0
631,5,9,Pit fighter,Pit fighter,Sword,Blade,Meereen,1.0
632,5,9,Dothraki pit fighter,Water dancer pit fighter,Sword,Blade,Meereen,1.0
633,5,9,Norvoshi pit fighter,Jorah Mormont,Knife,Blade,Meereen,2.0
634,5,9,Pit fighter,Meereenese champion pit fighter,Spear,Polearm,Meereen,1.0
635,5,9,Water dancer pit fighter,Meereenese champion pit fighter,Spear,Polearm,Meereen,2.0
636,5,9,Meereen champion pit fighter,Jorah Mormont,Sword,Blade,Meereen,2.0
637,5,9,Son of the Harpy,Jorah Mormont,Spear,Polearm,Meereen,1.0
638,5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Meereen,1.0
639,5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Meereen,1.0
640,5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Meereen,1.0
641,5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Meereen,1.0
642,5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Meereen,1.0
643,5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Meereen,1.0
644,5,9,Son of the Harpy,Unsullied,Spear,Polearm,Meereen,1.0
645,5,9,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
646,5,9,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
647,5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Meereen,1.0
648,5,9,Hizdahr zo Loraq,Son of the Harpy,Knife,Blade,Meereen,3.0
649,5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Meereen,1.0
650,5,9,Son of the Harpy,Jorah Mormont,Knife,Blade,Meereen,1.0
651,5,9,Son of the Harpy,Tyrion Lannister,Knife,Blade,Meereen,1.0
652,5,9,Son of the Harpy,Unsullied,Spear,Polearm,Meereen,1.0
653,5,9,Unsullied,Son of the Harpy,Knife,Blade,Meereen,1.0
